customer_id,signup_date,country,age,gender,loyalty_tier,acquisition_channel
32128,2022-02-10,UK,22,Female,Bronze,Paid Search
32129,2023-02-08,AU,26,Female,Bronze,Email
32130,2022-01-16,US,27,Male,Bronze,Organic
32131,2021-02-06,UK,28,Male,Bronze,Paid Search
32132,2023-11-05,BR,43,Female,Bronze,Referral
32133,2022-05-06,IN,37,Male,Gold,Paid Search
32134,2021-06-30,US,32,Female,Bronze,Paid Search
32135,2021-09-05,IN,18,Female,Bronze,Paid Search
32136,2023-06-28,DE,48,Female,Bronze,Organic
32137,2021-12-30,US,61,Female,Bronze,Paid Search
32138,2021-11-05,DE,31,Female,Bronze,Paid Search
32139,2022-06-18,US,31,Male,Bronze,Paid Search
32140,2021-02-01,DE,27,Female,Bronze,Paid Search
32141,2022-09-06,IN,22,Female,Gold,Organic
32142,2021-02-14,DE,48,Male,Bronze,Paid Search
32143,2023-07-04,US,52,Female,Gold,Paid Search
32144,2022-04-15,AU,44,Other,Gold,Paid Search
32145,2021-08-27,UK,28,Female,Silver,Paid Search
32146,2022-05-13,DE,40,Male,Silver,Email
32147,2021-07-12,CA,32,Male,Bronze,Paid Search
32148,2021-12-17,US,49,Male,Bronze,Organic
32149,2021-05-24,US,49,Male,Bronze,Organic
32150,2023-01-03,US,21,Male,Bronze,Social
32151,2023-12-05,US,37,Male,Bronze,Referral
32152,2022-06-16,US,51,Male,Gold,Email
32153,2021-04-18,BR,28,Male,Silver,Paid Search
32154,2021-03-23,US,44,Female,Gold,Referral
32155,2023-07-01,US,40,Female,Silver,Email
32156,2022-01-17,DE,47,Male,Bronze,Email
32157,2021-11-21,IN,18,Male,Bronze,Organic
32158,2021-04-22,US,32,Male,Silver,Organic
32159,2022-12-28,BR,36,Female,Gold,Paid Search
32160,2021-03-10,BR,54,Female,Bronze,Organic
32161,2023-09-18,UK,30,Male,Bronze,Paid Search
32162,2021-08-17,IN,48,Male,Silver,Email
32163,2021-03-17,US,48,Female,Bronze,Referral
32164,2023-02-07,IN,32,Female,Bronze,Social
32165,2022-01-23,IN,35,Female,Bronze,Social
32166,2023-02-02,IN,29,Male,Bronze,Paid Search
32167,2021-02-13,IN,48,Female,Gold,Organic
32168,2023-08-02,IN,20,Male,Silver,Email
32169,2021-12-06,UK,18,Female,Bronze,Email
32170,2023-04-09,US,62,Male,Bronze,Email
32171,2023-10-22,US,30,Male,Bronze,Paid Search
32172,2022-08-10,IN,20,Male,Bronze,Organic
32173,2022-01-01,BR,52,Female,Gold,Email
32174,2021-12-09,AU,21,Male,Bronze,Referral
32175,2023-01-22,UK,51,Male,Gold,Paid Search
32176,2021-01-07,UK,46,Male,Gold,Organic
32177,2021-06-10,IN,37,Female,Platinum,Paid Search
32178,2022-12-10,US,26,Male,Bronze,Paid Search
32179,2021-01-29,IN,34,Male,Gold,Paid Search
32180,2021-11-14,UK,26,Female,Silver,Organic
32181,2022-12-11,BR,36,Female,Silver,Referral
32182,2021-10-01,US,38,Female,Bronze,Organic
32183,2023-10-17,US,18,Female,Bronze,Paid Search
32184,2023-12-04,US,33,Female,Silver,Organic
32185,2021-02-06,US,30,Male,Bronze,Organic
32186,2021-07-10,IN,46,Female,Gold,Social
32187,2023-09-21,AU,45,Female,Bronze,Social
32188,2021-02-05,US,41,Male,Bronze,Email
32189,2022-06-17,US,25,Male,Gold,Paid Search
32190,2023-11-06,US,50,Female,Bronze,Paid Search
32191,2022-10-07,UK,39,Male,Silver,Social
32192,2021-12-02,AU,29,Female,Bronze,Email
32193,2021-01-07,DE,42,Male,Silver,Referral
32194,2022-03-07,CA,35,Female,Silver,Organic
32195,2022-08-17,UK,36,Male,Gold,Paid Search
32196,2021-03-30,AU,38,Male,Silver,Social
32197,2022-08-02,UK,26,Female,Bronze,Social
32198,2022-03-19,DE,18,Male,Bronze,Social
32199,2021-12-23,AU,32,Female,Bronze,Organic
32200,2023-12-01,UK,18,Female,Bronze,Organic
32201,2023-09-06,US,33,Female,Silver,Paid Search
32202,2023-01-30,AU,46,Male,Bronze,Organic
32203,2022-10-09,UK,18,Female,Bronze,Organic
32204,2022-06-03,CA,44,Male,Bronze,Paid Search
32205,2021-03-19,IN,46,Other,Silver,Email
32206,2021-12-03,AU,33,Female,Bronze,Organic
32207,2021-01-12,CA,35,Female,Bronze,Email
32208,2022-02-05,UK,39,Female,Silver,Social
32209,2022-06-03,CA,31,Female,Bronze,Organic
32210,2022-11-01,CA,33,Male,Bronze,Paid Search
32211,2022-01-24,BR,46,Male,Bronze,Email
32212,2021-10-06,UK,24,Male,Silver,Referral
32213,2023-02-17,DE,33,Male,Bronze,Organic
32214,2021-06-16,AU,28,Male,Bronze,Email
32215,2021-05-18,UK,38,Female,Silver,Social
32216,2023-02-02,US,21,Male,Platinum,Organic
32217,2022-10-04,US,42,Male,Bronze,Organic
32218,2023-08-11,CA,26,Male,Bronze,Referral
32219,2023-03-21,US,36,Male,Bronze,Email
32220,2023-09-15,DE,25,Male,Silver,Referral
32221,2022-12-29,BR,29,Male,Bronze,Paid Search
32222,2023-07-11,UK,25,Male,Silver,Referral
32223,2021-07-05,US,29,Male,Gold,Paid Search
32224,2022-08-05,BR,38,Female,Bronze,Email
32225,2023-11-01,IN,49,Female,Bronze,Paid Search
32226,2023-05-14,US,18,Male,Bronze,Paid Search
32227,2022-03-18,IN,38,Female,Bronze,Social
32228,2023-10-12,CA,30,Male,Gold,Referral
32229,2021-12-09,UK,40,Male,Bronze,Organic
32230,2021-01-26,UK,41,Female,Silver,Organic
32231,2023-05-23,US,24,Male,Bronze,Organic
32232,2022-03-28,IN,36,Male,Bronze,Paid Search
32233,2021-02-07,DE,27,Male,Bronze,Paid Search
32234,2021-08-12,US,33,Male,Bronze,Organic
32235,2021-03-20,AU,44,Female,Gold,Paid Search
32236,2023-12-28,US,42,Female,Silver,Email
32237,2023-07-18,US,33,Female,Bronze,Social
32238,2023-10-15,US,43,Male,Bronze,Paid Search
32239,2021-07-19,US,36,Male,Bronze,Paid Search
32240,2023-05-29,US,25,Female,Bronze,Organic
32241,2022-09-10,IN,37,Male,Gold,Paid Search
32242,2021-11-20,BR,30,Female,Silver,Referral
32243,2023-01-03,US,41,Male,Silver,Organic
32244,2023-11-09,US,39,Male,Silver,Email
32245,2022-05-20,US,29,Male,Platinum,Social
32246,2021-02-02,US,21,Female,Bronze,Paid Search
32247,2023-07-12,US,40,Male,Silver,Social
32248,2021-07-25,US,39,Female,Platinum,Social
32249,2021-07-19,US,41,Male,Bronze,Referral
32250,2022-11-07,US,32,Female,Silver,Referral
32251,2023-05-25,AU,32,Female,Bronze,Organic
32252,2023-05-19,US,29,Female,Bronze,Social
32253,2023-08-09,CA,53,Male,Bronze,Social
32254,2023-08-26,US,27,Female,Bronze,Paid Search
32255,2021-05-21,UK,32,Male,Gold,Email
32256,2021-11-26,US,44,Female,Silver,Organic
32257,2023-02-28,US,55,Male,Silver,Organic
32258,2022-03-04,US,40,Male,Gold,Paid Search
32259,2023-02-24,DE,18,Female,Bronze,Social
32260,2022-05-14,AU,24,Female,Bronze,Organic
32261,2022-05-10,IN,34,Female,Bronze,Email
32262,2021-01-30,DE,46,Female,Bronze,Referral
32263,2022-10-29,UK,58,Male,Gold,Paid Search
32264,2023-08-05,AU,30,Female,Bronze,Organic
32265,2023-06-16,UK,18,Male,Silver,Organic
32266,2022-01-06,US,29,Male,Bronze,Paid Search
32267,2023-01-12,DE,35,Female,Gold,Referral
32268,2021-08-07,BR,23,Male,Bronze,Email
32269,2022-11-25,BR,48,Female,Bronze,Organic
32270,2022-03-25,CA,30,Female,Bronze,Organic
32271,2023-10-12,US,37,Male,Silver,Paid Search
32272,2023-02-18,IN,34,Female,Bronze,Organic
32273,2021-03-22,IN,45,Female,Bronze,Organic
32274,2023-08-12,AU,39,Male,Silver,Email
32275,2023-03-04,US,29,Male,Bronze,Referral
32276,2021-08-24,IN,38,Male,Bronze,Organic
32277,2021-11-06,CA,40,Male,Bronze,Paid Search
32278,2021-07-09,US,41,Female,Silver,Referral
32279,2021-12-06,BR,42,Female,Platinum,Organic
32280,2023-10-31,DE,33,Female,Silver,Email
32281,2023-09-15,US,19,Other,Silver,Organic
32282,2022-08-27,DE,31,Male,Silver,Organic
32283,2022-02-01,UK,41,Other,Bronze,Email
32284,2022-02-05,US,37,Female,Bronze,Organic
32285,2023-11-14,AU,34,Female,Silver,Organic
32286,2021-08-07,IN,39,Male,Bronze,Paid Search
32287,2023-04-10,IN,27,Male,Silver,Paid Search
32288,2023-12-26,DE,27,Male,Bronze,Email
32289,2023-07-26,US,31,Female,Bronze,Email
32290,2023-02-27,UK,18,Female,Bronze,Paid Search
32291,2023-09-13,US,28,Male,Bronze,Referral
32292,2021-08-27,BR,33,Male,Bronze,Email
32293,2023-12-14,BR,32,Male,Gold,Paid Search
32294,2021-04-10,CA,18,Male,Bronze,Paid Search
32295,2021-01-16,US,26,Female,Silver,Referral
32296,2021-08-07,IN,36,Other,Bronze,Paid Search
32297,2022-10-29,AU,31,Female,Bronze,Referral
32298,2021-09-29,IN,20,Male,Bronze,Referral
32299,2022-11-25,US,38,Other,Gold,Email
32300,2021-05-02,US,18,Female,Bronze,Email
32301,2023-02-03,US,33,Male,Silver,Organic
32302,2021-09-09,US,20,Male,Bronze,Paid Search
32303,2022-07-28,US,18,Female,Silver,Organic
32304,2021-05-08,IN,30,Male,Platinum,Social
32305,2023-11-29,UK,37,Male,Bronze,Social
32306,2022-02-18,IN,23,Male,Gold,Email
32307,2022-10-25,IN,40,Male,Gold,Organic
32308,2022-06-17,BR,44,Female,Silver,Paid Search
32309,2022-10-14,CA,18,Female,Silver,Social
32310,2022-05-14,IN,32,Female,Silver,Email
32311,2021-03-22,IN,38,Male,Bronze,Paid Search
32312,2023-06-27,BR,37,Male,Bronze,Referral
32313,2022-12-05,US,31,Male,Bronze,Email
32314,2021-10-06,IN,38,Female,Bronze,Social
32315,2021-04-03,UK,42,Female,Silver,Paid Search
32316,2023-08-30,IN,24,Female,Silver,Email
32317,2021-12-31,UK,43,Male,Silver,Social
32318,2023-09-22,US,45,Male,Bronze,Organic
32319,2023-04-19,IN,35,Male,Bronze,Social
32320,2023-11-17,AU,24,Male,Silver,Organic
32321,2022-12-24,AU,55,Male,Silver,Organic
32322,2021-07-18,DE,27,Female,Bronze,Organic
32323,2021-02-08,AU,47,Male,Silver,Social
32324,2021-09-27,CA,49,Female,Silver,Organic
32325,2022-04-26,US,24,Male,Bronze,Organic
32326,2022-11-15,DE,39,Male,Bronze,Organic
32327,2023-09-08,AU,27,Female,Bronze,Paid Search
32328,2021-06-04,DE,46,Male,Bronze,Social
32329,2022-11-27,CA,32,Male,Silver,Paid Search
32330,2021-04-04,DE,24,Female,Silver,Organic
32331,2022-06-12,US,34,Male,Bronze,Email
32332,2021-03-22,US,32,Female,Bronze,Email
32333,2022-02-14,CA,21,Female,Bronze,Organic
32334,2022-10-26,US,49,Male,Silver,Organic
32335,2023-03-21,IN,27,Female,Bronze,Organic
32336,2023-06-01,US,25,Female,Bronze,Organic
32337,2022-07-29,US,37,Female,Bronze,Paid Search
32338,2021-10-11,US,47,Other,Bronze,Email
32339,2023-09-27,IN,27,Female,Bronze,Organic
32340,2023-10-20,US,40,Female,Bronze,Organic
32341,2023-11-26,AU,29,Male,Silver,Paid Search
32342,2023-05-18,AU,31,Male,Bronze,Referral
32343,2023-05-02,US,32,Male,Bronze,Social
32344,2021-03-26,US,28,Female,Silver,Social
32345,2022-09-19,US,23,Male,Bronze,Email
32346,2022-03-22,UK,42,Male,Gold,Paid Search
32347,2021-10-11,IN,37,Male,Bronze,Social
32348,2021-03-16,US,36,Male,Bronze,Organic
32349,2021-08-22,UK,37,Female,Bronze,Paid Search
32350,2023-09-30,IN,18,Male,Bronze,Email
32351,2023-09-23,IN,26,Female,Bronze,Organic
32352,2023-03-25,DE,29,Male,Silver,Paid Search
32353,2021-04-22,US,37,Female,Bronze,Referral
32354,2023-01-22,BR,44,Female,Bronze,Email
32355,2021-05-19,US,32,Male,Silver,Organic
32356,2023-01-18,IN,32,Male,Bronze,Referral
32357,2021-02-06,AU,34,Male,Bronze,Paid Search
32358,2021-11-09,AU,49,Male,Gold,Organic
32359,2021-05-15,CA,48,Male,Bronze,Paid Search
32360,2023-10-20,UK,47,Female,Bronze,Paid Search
32361,2022-09-15,IN,39,Male,Silver,Organic
32362,2023-10-08,US,52,Female,Bronze,Paid Search
32363,2021-01-23,IN,18,Female,Silver,Email
32364,2023-03-21,US,22,Male,Bronze,Organic
32365,2022-06-10,BR,27,Female,Bronze,Paid Search
32366,2022-05-29,US,41,Male,Gold,Email
32367,2023-08-15,UK,54,Female,Silver,Organic
32368,2021-02-21,BR,46,Male,Silver,Paid Search
32369,2023-10-31,US,28,Male,Bronze,Paid Search
32370,2021-02-01,UK,29,Male,Bronze,Paid Search
32371,2022-02-02,IN,32,Female,Bronze,Organic
32372,2021-06-01,US,47,Female,Silver,Paid Search
32373,2022-07-27,DE,48,Female,Bronze,Social
32374,2022-10-15,IN,43,Male,Gold,Organic
32375,2022-12-05,IN,36,Male,Bronze,Organic
32376,2023-05-24,US,38,Female,Gold,Paid Search
32377,2023-04-03,IN,42,Male,Gold,Email
32378,2023-11-05,US,38,Female,Gold,Email
32379,2022-05-08,DE,21,Male,Bronze,Organic
32380,2021-07-12,CA,45,Male,Silver,Email
32381,2021-06-20,US,43,Female,Silver,Social
32382,2021-10-29,US,34,Male,Bronze,Email
32383,2022-10-23,AU,44,Female,Bronze,Paid Search
32384,2021-03-01,IN,36,Male,Gold,Email
32385,2023-11-12,CA,36,Male,Silver,Paid Search
32386,2023-12-20,US,55,Female,Bronze,Referral
32387,2021-06-30,US,36,Female,Gold,Social
32388,2023-05-06,US,41,Male,Bronze,Email
32389,2022-10-15,CA,34,Female,Bronze,Organic
32390,2022-06-11,IN,21,Male,Bronze,Organic
32391,2023-03-16,BR,36,Male,Bronze,Referral
32392,2022-09-23,US,32,Female,Bronze,Organic
32393,2021-12-21,IN,25,Female,Bronze,Paid Search
32394,2022-09-08,IN,21,Male,Bronze,Organic
32395,2021-05-29,US,37,Male,Bronze,Organic
32396,2021-10-06,IN,32,Male,Bronze,Organic
32397,2023-12-02,IN,27,Female,Gold,Organic
32398,2021-07-23,IN,46,Female,Bronze,Email
32399,2022-10-18,BR,36,Male,Silver,Social
32400,2021-11-22,IN,40,Male,Bronze,Social
32401,2022-05-24,BR,49,Female,Silver,Paid Search
32402,2021-09-28,UK,48,Male,Bronze,Organic
32403,2022-09-15,CA,42,Male,Bronze,Paid Search
32404,2022-09-03,UK,53,Female,Gold,Paid Search
32405,2022-11-08,CA,52,Female,Silver,Social
32406,2021-12-04,US,36,Female,Platinum,Paid Search
32407,2022-09-26,US,18,Male,Silver,Social
32408,2023-03-10,UK,34,Female,Silver,Organic
32409,2023-02-28,US,38,Male,Bronze,Email
32410,2022-09-14,IN,50,Female,Bronze,Paid Search
32411,2021-11-24,US,43,Female,Bronze,Organic
32412,2022-08-06,UK,34,Female,Bronze,Organic
32413,2022-08-11,DE,32,Female,Bronze,Organic
32414,2023-11-08,IN,43,Female,Bronze,Email
32415,2022-02-17,IN,32,Female,Bronze,Organic
32416,2021-12-20,UK,55,Male,Gold,Paid Search
32417,2023-04-02,BR,46,Female,Bronze,Paid Search
32418,2022-11-27,US,18,Male,Silver,Paid Search
32419,2022-04-13,US,18,Male,Bronze,Email
32420,2021-01-01,UK,35,Male,Bronze,Email
32421,2023-02-11,IN,27,Female,Bronze,Paid Search
32422,2023-03-18,IN,19,Male,Silver,Paid Search
32423,2023-10-16,IN,55,Male,Gold,Paid Search
32424,2022-07-05,UK,33,Female,Silver,Organic
32425,2022-07-19,AU,37,Male,Bronze,Paid Search
32426,2021-08-17,US,39,Female,Bronze,Social
32427,2022-05-19,US,49,Female,Bronze,Paid Search
32428,2021-01-02,AU,28,Male,Bronze,Referral
32429,2022-07-03,AU,42,Female,Silver,Referral
32430,2023-02-14,IN,20,Male,Silver,Referral
32431,2023-05-11,IN,25,Male,Bronze,Email
32432,2022-12-27,UK,34,Male,Bronze,Organic
32433,2023-06-01,UK,29,Male,Bronze,Paid Search
32434,2022-12-30,DE,34,Female,Bronze,Referral
32435,2023-05-04,IN,49,Female,Silver,Paid Search
32436,2022-04-25,CA,28,Other,Silver,Organic
32437,2022-10-22,CA,31,Male,Bronze,Email
32438,2022-12-02,US,26,Male,Bronze,Organic
32439,2022-09-19,DE,23,Female,Bronze,Paid Search
32440,2022-09-18,IN,30,Female,Silver,Organic
32441,2023-05-07,AU,32,Male,Silver,Email
32442,2021-09-19,IN,33,Male,Bronze,Paid Search
32443,2021-12-13,CA,36,Female,Gold,Social
32444,2022-07-23,US,42,Male,Bronze,Organic
32445,2022-12-08,UK,28,Female,Silver,Email
32446,2022-07-18,US,56,Male,Bronze,Email
32447,2021-08-07,DE,38,Male,Bronze,Paid Search
32448,2023-06-21,US,46,Male,Gold,Paid Search
32449,2022-08-21,UK,57,Male,Gold,Paid Search
32450,2022-04-20,IN,35,Female,Bronze,Paid Search
32451,2023-08-20,CA,35,Female,Bronze,Email
32452,2022-04-23,US,30,Male,Bronze,Paid Search
32453,2021-06-26,US,43,Male,Bronze,Paid Search
32454,2023-12-14,IN,38,Female,Silver,Organic
32455,2022-02-23,IN,42,Male,Bronze,Paid Search
32456,2023-09-07,US,27,Male,Bronze,Referral
32457,2022-07-20,IN,34,Female,Bronze,Referral
32458,2021-09-23,UK,24,Female,Bronze,Organic
32459,2022-02-17,CA,22,Male,Silver,Paid Search
32460,2023-09-24,US,36,Male,Silver,Organic
32461,2023-11-01,US,43,Female,Bronze,Paid Search
32462,2021-06-01,IN,34,Female,Silver,Organic
32463,2023-12-17,BR,38,Male,Bronze,Paid Search
32464,2023-07-24,IN,42,Male,Bronze,Organic
32465,2022-12-11,DE,20,Female,Bronze,Paid Search
32466,2021-07-20,BR,40,Female,Gold,Email
32467,2022-10-05,US,37,Female,Bronze,Paid Search
32468,2022-04-12,UK,29,Male,Gold,Social
32469,2021-05-17,US,41,Male,Silver,Email
32470,2023-12-14,CA,26,Male,Silver,Organic
32471,2022-10-23,IN,33,Female,Bronze,Organic
32472,2021-04-17,UK,41,Female,Silver,Paid Search
32473,2022-01-10,BR,38,Female,Bronze,Referral
32474,2023-07-09,US,33,Male,Bronze,Email
32475,2022-04-30,UK,34,Female,Silver,Organic
32476,2022-06-26,IN,37,Female,Bronze,Email
32477,2021-06-06,DE,29,Male,Platinum,Paid Search
32478,2021-05-02,US,32,Female,Platinum,Organic
32479,2023-12-07,US,18,Male,Gold,Referral
32480,2023-11-09,BR,42,Male,Silver,Organic
32481,2021-04-15,US,53,Female,Bronze,Social
32482,2022-08-25,DE,40,Male,Silver,Organic
32483,2023-01-16,DE,30,Female,Bronze,Paid Search
32484,2023-08-23,US,42,Female,Bronze,Referral
32485,2022-09-05,IN,48,Female,Bronze,Email
32486,2023-08-10,US,18,Other,Bronze,Organic
32487,2021-05-13,US,35,Female,Bronze,Paid Search
32488,2021-01-17,BR,47,Female,Gold,Email
32489,2022-05-25,UK,27,Male,Gold,Email
32490,2021-10-18,US,21,Male,Bronze,Organic
32491,2023-04-07,UK,27,Male,Silver,Email
32492,2022-01-04,UK,33,Female,Platinum,Organic
32493,2022-03-22,US,40,Female,Silver,Paid Search
32494,2022-08-09,US,37,Male,Bronze,Social
32495,2023-11-19,UK,28,Female,Gold,Social
32496,2021-03-20,IN,41,Male,Bronze,Organic
32497,2022-08-29,US,39,Female,Bronze,Social
32498,2022-03-02,IN,40,Other,Platinum,Email
32499,2021-02-09,CA,34,Female,Bronze,Paid Search
32500,2023-06-12,CA,40,Female,Bronze,Email
32501,2023-09-28,UK,44,Female,Bronze,Organic
32502,2021-07-09,CA,42,Female,Bronze,Organic
32503,2023-04-12,US,37,Female,Bronze,Referral
32504,2023-02-07,US,38,Other,Bronze,Email
32505,2023-02-12,CA,39,Female,Bronze,Organic
32506,2022-05-20,US,50,Female,Bronze,Organic
32507,2021-12-17,US,41,Female,Bronze,Social
32508,2021-03-19,US,40,Female,Platinum,Paid Search
32509,2021-02-08,IN,51,Female,Gold,Social
32510,2021-07-14,IN,41,Female,Bronze,Social
32511,2022-08-02,US,26,Female,Bronze,Paid Search
32512,2021-06-04,IN,35,Male,Silver,Social
32513,2023-01-22,AU,18,Male,Bronze,Paid Search
32514,2022-11-10,US,23,Male,Bronze,Referral
32515,2022-01-13,IN,18,Female,Bronze,Social
32516,2021-04-06,IN,53,Female,Bronze,Paid Search
32517,2022-07-21,UK,56,Male,Bronze,Email
32518,2023-06-21,CA,47,Male,Bronze,Email
32519,2022-03-08,BR,43,Male,Bronze,Organic
32520,2023-06-03,IN,31,Male,Bronze,Paid Search
32521,2021-11-10,IN,18,Female,Gold,Organic
32522,2021-03-29,UK,30,Female,Bronze,Email
32523,2022-12-13,BR,34,Female,Platinum,Referral
32524,2023-08-31,US,25,Female,Silver,Organic
32525,2023-08-26,AU,39,Male,Silver,Paid Search
32526,2023-11-17,CA,31,Female,Platinum,Organic
32527,2021-04-29,IN,19,Female,Silver,Social
32528,2021-02-17,UK,50,Female,Bronze,Referral
32529,2022-09-16,AU,21,Other,Silver,Organic
32530,2023-11-07,US,18,Female,Bronze,Organic
32531,2023-12-29,AU,31,Female,Bronze,Organic
32532,2021-11-03,US,42,Other,Bronze,Organic
32533,2022-02-15,AU,44,Female,Silver,Organic
32534,2022-12-29,US,46,Male,Bronze,Social
32535,2023-09-28,DE,23,Male,Bronze,Organic
32536,2021-07-11,US,41,Male,Silver,Paid Search
32537,2023-12-05,IN,26,Male,Bronze,Paid Search
32538,2023-06-15,US,48,Female,Bronze,Paid Search
32539,2021-03-16,US,25,Female,Gold,Organic
32540,2023-07-11,CA,40,Male,Bronze,Referral
32541,2022-12-04,BR,29,Male,Bronze,Paid Search
32542,2023-12-08,DE,46,Male,Bronze,Referral
32543,2021-08-18,BR,27,Female,Silver,Organic
32544,2023-12-23,US,29,Male,Silver,Social
32545,2021-02-22,UK,44,Female,Gold,Paid Search
32546,2021-03-25,IN,21,Female,Silver,Email
32547,2022-05-06,BR,32,Male,Bronze,Paid Search
32548,2022-12-22,UK,39,Male,Bronze,Paid Search
32549,2021-07-02,BR,35,Female,Bronze,Organic
32550,2021-10-26,BR,40,Female,Gold,Social
32551,2022-03-03,US,47,Male,Bronze,Organic
32552,2021-05-18,CA,35,Female,Silver,Paid Search
32553,2021-07-12,BR,30,Female,Bronze,Email
32554,2021-06-12,IN,39,Female,Gold,Paid Search
32555,2023-11-11,CA,38,Male,Silver,Email
32556,2023-10-23,US,44,Female,Gold,Paid Search
32557,2022-11-20,IN,44,Female,Silver,Organic
32558,2023-01-19,UK,43,Other,Platinum,Paid Search
32559,2021-05-31,IN,34,Male,Bronze,Paid Search
32560,2021-02-25,BR,21,Female,Bronze,Organic
32561,2022-02-17,DE,25,Male,Silver,Paid Search
32562,2023-12-14,IN,41,Male,Gold,Organic
32563,2022-06-08,BR,48,Male,Bronze,Organic
32564,2023-06-04,CA,37,Female,Bronze,Organic
32565,2022-02-09,US,34,Female,Silver,Social
32566,2021-12-05,CA,34,Female,Silver,Email
32567,2023-06-09,IN,22,Male,Bronze,Organic
32568,2022-05-31,US,25,Male,Silver,Referral
32569,2023-03-13,AU,34,Male,Silver,Organic
32570,2023-03-07,IN,40,Male,Bronze,Organic
32571,2023-03-08,US,32,Male,Bronze,Referral
32572,2023-01-11,BR,30,Female,Gold,Organic
32573,2023-06-06,US,33,Female,Bronze,Paid Search
32574,2022-05-23,IN,35,Female,Bronze,Social
32575,2021-11-28,IN,30,Female,Bronze,Paid Search
32576,2022-07-16,CA,35,Male,Bronze,Organic
32577,2021-12-22,US,18,Male,Bronze,Referral
32578,2021-02-17,CA,32,Male,Silver,Social
32579,2022-02-01,DE,31,Male,Bronze,Organic
32580,2022-07-03,US,25,Female,Bronze,Organic
32581,2022-07-24,CA,42,Male,Bronze,Paid Search
32582,2022-01-08,US,43,Other,Bronze,Paid Search
32583,2023-03-06,AU,22,Female,Bronze,Organic
32584,2021-11-09,AU,24,Female,Bronze,Referral
32585,2022-12-11,DE,50,Female,Silver,Social
32586,2021-10-23,US,30,Male,Bronze,Email
32587,2023-12-17,IN,32,Male,Silver,Social
32588,2022-12-12,CA,52,Male,Silver,Email
32589,2022-09-02,US,34,Male,Silver,Paid Search
32590,2022-04-16,US,39,Male,Bronze,Referral
32591,2023-04-08,IN,38,Male,Bronze,Social
32592,2022-04-12,CA,44,Other,Bronze,Paid Search
32593,2023-05-30,US,42,Female,Silver,Social
32594,2021-06-24,US,34,Female,Silver,Social
32595,2023-06-18,BR,30,Female,Silver,Organic
32596,2023-11-20,AU,51,Female,Silver,Paid Search
32597,2021-09-23,IN,35,Male,Bronze,Organic
32598,2021-09-03,DE,41,Male,Bronze,Social
32599,2023-11-12,US,52,Female,Gold,Paid Search
32600,2022-03-21,BR,44,Female,Bronze,Social
32601,2023-02-01,BR,51,Other,Silver,Social
32602,2021-07-28,US,18,Other,Gold,Organic
32603,2022-04-14,CA,32,Male,Bronze,Paid Search
32604,2023-02-09,US,20,Female,Bronze,Referral
32605,2023-09-07,IN,31,Male,Silver,Paid Search
32606,2022-04-23,US,45,Female,Silver,Paid Search
32607,2021-03-24,BR,39,Male,Bronze,Email
32608,2022-03-29,IN,32,Male,Silver,Social
32609,2022-12-05,CA,35,Female,Silver,Social
32610,2023-08-17,UK,43,Female,Bronze,Organic
32611,2023-07-03,IN,38,Male,Bronze,Social
32612,2023-04-12,DE,34,Female,Gold,Paid Search
32613,2021-07-01,US,49,Male,Bronze,Organic
32614,2022-07-24,IN,55,Male,Bronze,Social
32615,2022-09-23,US,18,Female,Bronze,Social
32616,2022-05-29,CA,41,Female,Bronze,Paid Search
32617,2023-10-08,BR,49,Male,Silver,Paid Search
32618,2023-11-18,CA,37,Male,Bronze,Paid Search
32619,2021-08-19,AU,22,Female,Bronze,Email
32620,2023-11-14,US,34,Male,Bronze,Paid Search
32621,2023-07-16,US,38,Male,Gold,Organic
32622,2023-02-11,DE,18,Male,Bronze,Organic
32623,2022-02-22,US,36,Female,Bronze,Social
32624,2023-04-13,IN,44,Female,Bronze,Paid Search
32625,2022-10-04,DE,58,Female,Bronze,Email
32626,2023-09-12,US,27,Male,Bronze,Social
32627,2023-02-18,IN,27,Other,Platinum,Organic
32628,2023-11-22,CA,25,Female,Silver,Referral
32629,2022-04-05,IN,32,Female,Bronze,Email
32630,2021-04-01,DE,42,Female,Gold,Paid Search
32631,2022-06-23,AU,50,Male,Bronze,Organic
32632,2023-12-29,CA,35,Male,Gold,Paid Search
32633,2022-12-19,CA,53,Male,Bronze,Social
32634,2023-02-09,US,59,Other,Bronze,Paid Search
32635,2022-11-16,US,36,Female,Silver,Organic
32636,2022-10-12,CA,43,Female,Silver,Referral
32637,2021-03-09,IN,27,Male,Bronze,Social
32638,2022-03-29,DE,53,Female,Silver,Organic
32639,2021-04-05,US,37,Male,Silver,Email
32640,2022-01-04,US,38,Female,Bronze,Organic
32641,2023-02-28,IN,41,Female,Silver,Email
32642,2023-05-31,US,47,Female,Gold,Referral
32643,2021-09-02,UK,43,Male,Bronze,Social
32644,2022-12-18,US,29,Female,Silver,Social
32645,2021-09-05,US,29,Female,Bronze,Social
32646,2021-08-08,IN,23,Male,Bronze,Organic
32647,2023-11-18,UK,27,Male,Silver,Paid Search
32648,2022-10-30,CA,51,Female,Bronze,Referral
32649,2021-08-05,US,41,Female,Silver,Paid Search
32650,2021-06-04,UK,32,Female,Gold,Organic
32651,2021-02-24,UK,39,Female,Silver,Paid Search
32652,2022-06-29,US,60,Male,Bronze,Organic
