transaction_id,timestamp,customer_id,product_id,quantity,discount_applied,gross_revenue,campaign_id,refund_flag
23044,2022-12-10 21:38:51,16889,1521.0,1,0.0,28.95,6,0
23045,2023-07-01 19:30:55,49713,965.0,1,0.0,104.54,44,0
23046,2023-09-02 14:09:34,20891,698.0,1,0.0,60.34,35,0
23047,2021-10-12 13:46:50,92240,752.0,1,0.0,48.1,42,0
23048,2023-02-14 00:39:15,13236,1067.0,1,0.0,33.65,0,0
23049,2021-11-26 00:59:22,78592,1843.0,1,0.2,115.91,44,0
23050,2021-05-03 09:33:24,72323,1839.0,1,0.0,9.13,50,0
23051,2022-06-04 08:07:01,36397,1827.0,1,0.2,19.14,29,0
23052,2023-09-26 07:51:47,45442,859.0,3,0.0,333.24,6,0
23053,2022-01-25 13:01:21,34450,553.0,3,0.0,273.84,7,0
23054,2023-03-27 15:11:52,54469,343.0,1,0.0,175.43,43,0
23055,2021-02-10 20:52:15,79690,140.0,2,0.2,69.3,16,0
23056,2023-04-03 08:20:08,52123,91.0,1,0.0,64.05,0,0
23057,2023-07-27 05:54:47,99642,1606.0,1,0.1,9.35,36,0
23058,2021-06-02 06:58:07,30892,403.0,1,0.0,31.57,6,0
23059,2022-09-21 12:21:57,80280,1.0,1,0.0,14.19,0,0
23060,2022-10-28 02:16:59,41229,1702.0,1,0.2,75.13,8,0
23061,2021-06-23 06:46:28,92924,1078.0,1,0.05,39.73,19,0
23062,2021-08-10 13:05:09,69581,,1,0.1,,0,0
23063,2021-04-18 16:36:17,84226,1197.0,1,0.0,87.28,0,0
23064,2022-12-25 07:15:01,38236,951.0,1,0.0,36.06,37,0
23065,2023-07-21 11:55:39,2829,1450.0,1,0.0,34.55,47,0
23066,2021-02-12 07:51:33,30363,,1,0.0,,38,0
23067,2023-07-31 19:43:44,50221,1187.0,3,0.0,-210.81,4,1
23068,2023-03-22 07:58:04,31278,1958.0,2,0.0,49.7,0,0
23069,2021-05-15 11:26:32,34765,1815.0,1,0.0,23.13,44,0
23070,2023-12-26 10:21:13,59556,1880.0,2,0.0,53.46,30,0
23071,2021-12-20 16:40:26,6904,1444.0,1,0.05,92.91,18,0
23072,2023-04-02 16:30:38,93269,276.0,1,0.1,72.66,0,0
23073,2023-01-27 04:05:35,57872,1287.0,1,0.15,59.02,46,0
23074,2022-08-26 18:17:14,97031,681.0,1,0.0,124.64,25,0
23075,2021-05-13 21:27:33,17281,864.0,1,0.05,-55.58,37,1
23076,2023-03-27 06:36:46,68017,926.0,1,0.0,14.28,31,0
23077,2023-10-17 22:09:06,42461,1160.0,1,0.0,91.14,1,0
23078,2023-06-30 07:52:50,8814,1591.0,2,0.0,225.72,23,0
23079,2022-05-10 06:30:38,95410,706.0,1,0.05,6.52,18,0
23080,2021-10-11 14:12:31,54411,,1,0.0,,16,0
23081,2022-08-15 14:20:31,41606,32.0,1,0.0,62.62,48,0
23082,2021-03-15 20:34:21,44474,1636.0,1,0.05,27.12,42,0
23083,2021-12-26 07:24:06,20742,9.0,1,0.1,22.83,8,0
23084,2023-12-28 10:46:39,43115,837.0,1,0.0,101.06,40,0
23085,2021-01-05 22:20:16,84429,665.0,1,0.05,23.62,23,0
23086,2021-08-01 05:45:54,36637,1888.0,1,0.05,89.16,41,0
23087,2023-02-21 13:36:05,36819,1139.0,2,0.1,42.93,0,0
23088,2023-07-09 19:36:22,21244,1423.0,1,0.0,105.35,0,0
23089,2023-05-31 07:31:59,19770,1512.0,1,0.0,125.59,16,0
23090,2021-03-13 05:02:49,44512,888.0,1,0.2,14.43,27,0
23091,2022-10-19 14:47:18,48555,,1,0.05,,29,0
23092,2023-04-02 14:38:46,89691,120.0,1,0.05,124.11,18,0
23093,2023-12-24 11:56:57,21163,1147.0,1,0.0,53.62,23,0
23094,2021-09-15 21:17:55,29807,1748.0,2,0.2,114.11,17,0
23095,2022-05-08 19:19:00,61347,1342.0,3,0.0,243.87,3,0
23096,2022-10-15 21:35:18,72330,1851.0,1,0.0,29.57,0,0
23097,2022-11-07 06:13:54,80038,1405.0,1,0.1,121.48,6,0
23098,2022-08-11 00:51:32,3809,1369.0,1,0.0,19.54,31,0
23099,2021-03-19 19:45:00,4531,353.0,2,0.1,127.82,11,0
23100,2022-10-29 11:40:39,69045,1640.0,1,0.0,97.04,14,0
23101,2021-04-20 20:40:24,71281,957.0,1,0.05,14.64,42,0
23102,2022-06-07 02:34:52,25853,833.0,1,0.0,35.27,20,0
23103,2023-10-06 11:45:09,80588,860.0,1,0.05,129.78,35,0
23104,2022-02-07 20:30:10,71303,926.0,1,0.05,13.57,36,0
23105,2022-09-23 06:19:31,38662,777.0,1,0.0,73.46,3,0
23106,2021-09-25 16:02:53,10911,1950.0,1,0.0,75.44,0,0
23107,2023-07-05 13:04:51,63081,,1,0.0,,16,0
23108,2022-08-30 18:45:55,92503,,2,0.15,,17,0
23109,2023-06-11 01:35:36,39754,144.0,2,0.0,107.42,44,0
23110,2022-12-23 16:46:12,27235,,2,0.1,,0,0
23111,2021-10-21 12:29:47,31964,1238.0,1,0.0,118.41,47,0
23112,2021-11-11 14:56:37,66834,1784.0,2,0.0,157.62,24,0
23113,2023-03-23 09:24:12,38840,1523.0,2,0.15,198.78,13,0
23114,2023-10-01 04:27:03,65888,419.0,1,0.15,54.1,0,0
23115,2023-09-29 00:27:25,65329,1275.0,1,0.0,77.22,28,0
23116,2023-11-18 11:42:11,70527,551.0,2,0.05,98.88,36,0
23117,2023-11-03 05:31:30,47268,1720.0,1,0.05,-45.95,11,1
23118,2023-09-18 19:34:38,71830,1174.0,1,0.05,96.89,47,0
23119,2023-09-15 07:26:19,40231,,1,0.0,,21,0
23120,2021-02-07 20:16:29,78757,190.0,2,0.0,333.78,16,0
23121,2022-04-30 00:06:49,62010,391.0,1,0.0,123.95,34,0
23122,2022-08-09 12:55:30,36319,47.0,1,0.1,38.42,0,0
23123,2021-07-30 12:02:30,55996,60.0,1,0.0,297.63,31,0
23124,2021-08-21 18:24:33,25286,883.0,1,0.0,7.76,0,0
23125,2021-03-23 19:10:47,4245,1894.0,1,0.0,17.68,0,0
23126,2023-01-02 16:44:46,92074,1001.0,1,0.0,60.79,14,0
23127,2021-04-26 09:02:33,1006,1425.0,1,0.1,71.66,19,0
23128,2021-03-07 23:10:22,5812,340.0,1,0.0,50.81,7,0
23129,2021-01-12 17:53:40,85610,1907.0,2,0.15,61.4,37,0
23130,2021-04-22 16:47:48,18139,768.0,1,0.0,61.26,29,0
23131,2023-12-31 00:55:56,3567,439.0,1,0.0,34.84,6,0
23132,2021-09-21 21:26:47,62707,415.0,2,0.1,73.64,15,0
23133,2021-07-27 20:12:41,41877,1185.0,1,0.05,290.88,36,0
23134,2022-09-16 14:32:23,24548,,1,0.05,,19,0
23135,2023-03-06 12:06:13,4600,1157.0,1,0.05,12.75,36,0
23136,2021-01-19 16:53:41,57971,1435.0,1,0.2,40.8,49,0
23137,2021-12-05 19:32:10,77360,1281.0,1,0.0,133.83,0,0
23138,2022-09-19 15:45:07,83103,219.0,1,0.0,55.59,6,0
23139,2022-07-22 19:59:16,91676,175.0,1,0.2,76.75,0,0
23140,2022-05-20 22:55:39,1691,1788.0,1,0.0,31.97,11,0
23141,2023-07-25 18:11:23,95491,90.0,1,0.0,17.32,33,0
23142,2021-08-14 17:01:39,41255,730.0,2,0.0,755.28,5,0
23143,2022-12-22 09:30:06,30955,1898.0,1,0.0,26.64,37,0
23144,2023-12-31 08:50:38,71776,,1,0.0,,0,0
23145,2023-12-25 07:04:21,32227,,3,0.0,,0,0
23146,2022-02-04 21:28:59,63156,597.0,1,0.0,38.91,37,0
23147,2022-11-23 16:39:42,6157,642.0,3,0.0,40.32,23,0
23148,2023-04-11 23:04:35,99739,449.0,2,0.0,166.46,39,0
23149,2022-03-03 13:04:30,91292,373.0,1,0.0,97.5,17,0
23150,2022-03-15 22:34:15,74401,63.0,1,0.05,11.16,0,0
23151,2021-09-27 17:13:02,27798,1435.0,4,0.0,-204.0,13,1
23152,2022-11-05 19:25:42,67131,233.0,1,0.15,131.59,31,0
23153,2021-09-01 10:52:40,70662,875.0,1,0.2,92.3,14,0
23154,2022-07-03 18:29:14,23617,103.0,1,0.2,53.95,30,0
23155,2021-01-09 16:31:47,21096,86.0,1,0.0,86.69,50,0
23156,2021-12-27 15:43:09,53715,1939.0,1,0.0,89.27,14,0
23157,2023-10-02 12:37:17,43214,1225.0,1,0.0,84.9,8,0
23158,2023-04-15 06:22:40,42878,759.0,1,0.0,33.04,0,0
23159,2022-08-12 21:52:13,86549,246.0,4,0.15,219.4,0,0
23160,2023-02-21 23:50:59,21353,1979.0,1,0.0,52.06,8,0
23161,2023-11-06 22:52:39,97630,,2,0.05,,26,0
23162,2022-10-28 16:17:18,88635,241.0,1,0.05,13.39,0,0
23163,2022-08-01 17:25:41,96307,1344.0,3,0.1,35.1,2,0
23164,2023-02-26 05:20:03,81600,1981.0,1,0.1,17.72,3,0
23165,2023-08-13 15:55:39,57548,,1,0.0,,17,0
23166,2022-02-10 23:02:16,81612,1541.0,1,0.0,91.63,10,0
23167,2023-11-22 23:24:59,13465,598.0,1,0.0,131.34,40,0
23168,2023-03-11 07:15:53,68587,998.0,2,0.0,149.36,25,0
23169,2023-01-24 11:56:16,42848,1812.0,1,0.0,59.43,0,0
23170,2023-05-15 05:18:18,95711,630.0,1,0.1,42.54,5,0
23171,2022-09-12 20:47:05,1842,1145.0,1,0.2,41.78,0,0
23172,2022-02-02 13:42:57,92609,80.0,1,0.0,160.82,3,0
23173,2023-12-07 21:35:54,7276,947.0,3,0.1,303.45,22,0
23174,2021-03-28 04:57:33,25959,1211.0,1,0.0,67.95,43,0
23175,2022-12-15 07:25:29,96323,880.0,3,0.05,181.92,0,0
23176,2023-05-26 13:50:22,26576,1292.0,1,0.05,54.63,26,0
23177,2022-07-15 11:47:47,84230,819.0,1,0.05,125.09,21,0
23178,2021-11-07 03:26:13,18846,1108.0,1,0.05,110.35,0,0
23179,2022-11-29 23:24:53,41059,901.0,1,0.1,72.81,6,0
23180,2021-12-21 18:07:22,89872,1382.0,2,0.0,64.76,22,0
23181,2023-12-11 19:25:36,19282,1316.0,1,0.0,111.46,46,0
23182,2022-04-18 21:09:23,23278,1766.0,1,0.0,29.34,21,0
23183,2023-04-05 12:59:52,92661,131.0,1,0.05,68.88,0,0
23184,2023-02-19 04:13:38,29805,1958.0,1,0.0,24.85,15,0
23185,2021-09-01 09:46:36,21946,1071.0,1,0.1,62.75,0,0
23186,2021-01-11 19:49:05,62018,1820.0,1,0.05,71.99,0,0
23187,2023-04-25 08:37:23,23233,1430.0,1,0.0,155.99,40,0
23188,2021-05-06 14:18:05,723,1087.0,3,0.0,63.96,37,0
23189,2023-08-24 05:39:15,84507,309.0,1,0.1,88.99,40,0
23190,2021-04-25 03:49:54,47130,1473.0,1,0.0,86.45,23,0
23191,2022-04-28 07:36:56,6701,1866.0,3,0.0,-170.34,4,1
23192,2021-01-20 18:45:29,24581,609.0,1,0.05,74.49,29,0
23193,2023-12-30 20:51:26,48885,1605.0,1,0.0,186.91,7,0
23194,2021-08-21 07:08:48,87652,1500.0,1,0.15,12.73,8,0
23195,2021-06-04 05:42:23,74288,1575.0,1,0.15,43.08,2,0
23196,2022-12-05 13:19:59,38001,,2,0.0,,36,0
23197,2023-05-28 15:48:25,90063,383.0,1,0.05,123.9,14,0
23198,2022-06-11 23:14:59,39995,1398.0,1,0.0,71.61,0,0
23199,2023-01-22 08:11:26,22709,1825.0,3,0.2,121.51,48,0
23200,2021-07-27 07:16:33,94125,1318.0,2,0.0,81.3,0,0
23201,2021-04-06 05:14:56,89250,1586.0,1,0.05,14.09,21,0
23202,2021-07-09 21:00:54,49353,,1,0.0,,15,0
23203,2023-11-05 14:27:41,2935,297.0,1,0.0,15.41,21,0
23204,2023-03-10 22:07:17,40040,171.0,3,0.05,621.07,13,0
23205,2022-11-13 13:40:40,77197,627.0,1,0.0,119.38,8,0
23206,2021-02-20 05:31:00,89653,45.0,3,0.0,91.68,47,0
23207,2022-07-03 16:06:32,12144,316.0,1,0.15,245.18,19,0
23208,2021-02-10 06:19:31,40616,813.0,1,0.05,11.41,40,0
23209,2021-12-15 08:57:04,2809,1793.0,2,0.0,107.46,31,0
23210,2021-12-08 19:09:54,44104,870.0,1,0.1,26.68,4,0
23211,2022-07-08 07:13:46,34441,1063.0,1,0.05,21.55,31,0
23212,2021-10-16 05:20:24,81904,594.0,4,0.0,451.56,39,0
23213,2021-02-21 11:36:59,19930,981.0,1,0.0,18.5,0,0
23214,2022-11-07 21:25:25,29998,1848.0,3,0.0,223.2,15,0
23215,2021-08-21 14:54:02,19869,373.0,1,0.1,87.75,0,0
23216,2021-05-18 04:02:14,30786,1187.0,2,0.0,140.54,0,0
23217,2022-11-06 13:15:07,45961,60.0,2,0.0,595.26,0,0
23218,2022-10-16 09:03:37,51111,824.0,1,0.0,152.18,44,0
23219,2022-03-30 13:38:11,20437,1026.0,1,0.15,87.69,32,0
23220,2021-06-26 20:41:59,94816,1282.0,1,0.15,15.85,2,0
23221,2021-11-26 01:34:31,77444,,3,0.0,,36,0
23222,2022-09-19 09:44:41,26256,294.0,1,0.0,23.69,0,0
23223,2022-12-05 14:32:43,99955,912.0,1,0.0,166.6,3,0
23224,2023-01-08 16:06:24,77560,1667.0,1,0.15,61.17,44,0
23225,2023-05-17 20:42:15,75275,1264.0,1,0.0,14.63,44,0
23226,2022-07-12 10:47:10,67141,1430.0,1,0.1,140.39,0,0
23227,2023-08-25 19:54:28,85916,318.0,1,0.0,42.0,24,0
23228,2022-10-27 21:18:44,32245,553.0,2,0.0,182.56,29,0
23229,2022-06-21 14:31:54,34714,302.0,1,0.0,12.29,7,0
23230,2023-05-07 22:47:27,64836,869.0,4,0.0,585.44,0,0
23231,2021-12-04 14:09:51,83673,1925.0,1,0.1,58.43,23,0
23232,2021-12-05 16:43:25,20997,144.0,1,0.0,53.71,5,0
23233,2022-11-13 10:06:36,42003,742.0,3,0.0,106.26,0,0
23234,2021-12-30 16:04:09,44128,963.0,3,0.0,183.6,1,0
23235,2021-12-11 22:41:39,54443,1487.0,1,0.0,142.8,35,0
23236,2022-05-06 15:13:14,25587,704.0,4,0.1,224.06,30,0
23237,2021-01-05 17:30:36,25420,1927.0,1,0.0,42.42,0,0
23238,2021-01-03 01:16:43,46902,373.0,2,0.0,195.0,0,0
23239,2021-10-08 15:33:36,38346,1112.0,1,0.0,43.2,30,0
23240,2023-12-24 04:13:54,97862,591.0,3,0.0,492.27,0,0
23241,2023-09-04 06:55:17,95318,1677.0,1,0.2,51.09,2,0
23242,2023-11-03 16:14:02,48117,296.0,1,0.05,45.98,0,0
23243,2021-12-19 16:22:09,65101,1633.0,2,0.0,82.38,2,0
23244,2023-03-25 08:06:14,68842,393.0,1,0.1,47.12,19,0
23245,2023-09-06 20:11:59,39123,1143.0,1,0.1,53.27,40,0
23246,2021-01-18 02:33:07,70864,1935.0,3,0.0,142.44,35,0
23247,2022-11-26 23:38:06,10526,1892.0,3,0.0,24.75,45,0
23248,2023-10-29 21:52:39,41348,1556.0,1,0.0,17.39,40,0
23249,2022-07-09 08:23:55,62856,1920.0,1,0.0,17.14,43,0
23250,2022-07-30 13:37:53,86460,1352.0,2,0.0,25.02,25,0
23251,2022-12-29 09:38:03,74322,1799.0,1,0.0,26.49,40,0
23252,2022-09-23 10:32:21,87380,1023.0,1,0.0,58.01,38,0
23253,2022-08-03 03:49:53,57200,1162.0,1,0.1,65.71,27,0
23254,2021-05-01 11:44:25,42354,261.0,2,0.0,106.98,25,0
23255,2023-02-01 10:59:14,35844,1735.0,1,0.0,197.97,17,0
23256,2023-06-03 08:58:23,63765,259.0,1,0.0,58.69,41,0
23257,2022-08-16 06:52:26,79689,489.0,1,0.05,26.6,5,0
23258,2021-03-08 14:18:45,43378,406.0,2,0.0,107.08,23,0
23259,2023-03-25 22:37:01,95959,787.0,1,0.1,11.6,23,0
23260,2023-04-03 17:58:11,83010,1847.0,1,0.0,102.51,21,0
23261,2021-01-11 11:50:39,66726,505.0,1,0.05,120.58,27,0
23262,2021-04-27 15:02:37,74226,,1,0.0,,0,0
23263,2023-04-26 03:57:11,36266,1903.0,1,0.05,54.8,18,0
23264,2021-03-10 19:00:57,42981,1331.0,1,0.2,20.82,2,0
23265,2022-11-09 21:46:40,43401,1432.0,4,0.15,189.21,1,0
23266,2022-05-07 12:42:11,75377,1570.0,2,0.0,122.48,19,0
23267,2021-04-12 17:16:05,65348,637.0,2,0.0,67.04,47,0
23268,2023-01-23 12:51:31,61955,1055.0,2,0.0,111.86,0,0
23269,2021-01-22 20:22:22,10323,325.0,2,0.0,466.36,14,0
23270,2021-08-04 12:52:40,68000,1308.0,4,0.0,563.44,37,0
23271,2022-07-05 17:36:18,65159,794.0,1,0.0,177.74,0,0
23272,2022-01-05 14:12:09,88063,817.0,1,0.1,84.34,0,0
23273,2022-07-06 08:32:39,58953,1901.0,1,0.05,55.35,21,0
23274,2022-08-03 19:35:57,52500,1009.0,1,0.0,7.82,47,0
23275,2021-12-21 13:41:52,321,747.0,1,0.0,41.36,0,0
23276,2022-07-16 11:29:11,29470,11.0,1,0.0,77.71,19,0
23277,2021-08-21 06:44:37,60679,412.0,1,0.05,192.92,35,0
23278,2022-06-21 03:32:21,86220,1315.0,1,0.0,7.39,7,0
23279,2021-09-23 14:33:34,19744,,1,0.1,,29,0
23280,2023-09-30 09:47:39,58380,1289.0,1,0.1,-48.99,22,1
23281,2023-06-16 09:53:02,9375,,1,0.0,,44,0
23282,2022-02-18 13:50:12,21494,1869.0,1,0.0,15.76,31,0
23283,2021-11-26 06:09:46,57513,1682.0,1,0.1,151.68,31,0
23284,2022-06-16 05:20:22,24903,810.0,2,0.05,151.45,47,0
23285,2022-05-02 23:32:55,36637,1006.0,1,0.0,131.33,0,0
23286,2022-08-20 07:02:30,56266,1808.0,1,0.05,45.7,16,0
23287,2022-03-20 14:30:30,66386,1095.0,1,0.0,156.37,33,0
23288,2023-11-17 15:46:12,85522,1035.0,1,0.0,62.29,49,0
23289,2023-09-14 07:47:39,73101,1103.0,1,0.0,32.64,5,0
23290,2021-05-16 14:33:39,95956,913.0,1,0.0,14.05,0,0
23291,2022-12-09 15:34:01,8074,843.0,2,0.1,23.62,9,0
23292,2021-01-13 10:41:13,48539,,1,0.0,,0,0
23293,2022-04-19 02:14:39,96387,1860.0,1,0.1,157.6,27,0
23294,2022-12-19 01:21:41,76332,1344.0,1,0.2,10.4,10,0
23295,2023-12-02 14:58:29,35256,564.0,1,0.0,245.45,21,0
23296,2023-04-19 14:29:12,4314,,1,0.15,,46,0
23297,2022-06-21 11:57:01,7863,559.0,2,0.15,134.67,25,0
23298,2023-02-16 07:06:11,86703,767.0,1,0.0,-81.64,15,1
23299,2022-07-09 23:34:33,46857,1192.0,1,0.0,117.03,35,0
23300,2021-08-07 11:46:30,42413,1410.0,1,0.15,45.04,42,0
23301,2022-07-14 06:16:03,65320,426.0,1,0.1,6.01,0,0
23302,2022-08-05 12:40:05,58018,938.0,1,0.0,52.88,20,0
23303,2021-02-04 18:07:05,12223,345.0,1,0.0,60.51,25,0
23304,2022-09-22 17:02:06,17034,805.0,1,0.0,118.65,43,0
23305,2022-07-07 04:07:22,6604,1748.0,1,0.0,71.32,16,0
23306,2023-07-30 21:13:37,13474,765.0,1,0.05,17.0,38,0
23307,2022-01-11 12:00:32,54547,1987.0,1,0.15,20.16,25,0
23308,2023-11-19 11:51:18,21981,1270.0,1,0.0,44.52,43,0
23309,2021-01-28 21:18:51,17210,1491.0,1,0.1,216.05,48,0
23310,2021-10-25 15:24:45,79587,76.0,1,0.0,77.61,39,0
23311,2022-11-11 07:04:52,1969,,1,0.1,,0,0
23312,2021-01-19 04:13:10,1433,1744.0,1,0.0,138.47,33,0
23313,2023-03-05 18:48:36,56380,1283.0,1,0.1,57.09,38,0
23314,2021-12-27 07:04:39,90411,322.0,1,0.0,42.01,44,0
23315,2022-07-24 07:32:30,35534,1399.0,1,0.2,52.46,0,0
23316,2023-12-13 08:27:22,97227,1053.0,2,0.15,29.32,39,0
23317,2022-11-28 00:54:45,36441,1701.0,3,0.1,612.31,24,0
23318,2022-01-28 16:23:43,30234,1752.0,2,0.0,191.66,41,0
23319,2023-11-30 04:47:29,77926,1511.0,1,0.0,50.99,27,0
23320,2021-01-14 13:11:47,25140,509.0,1,0.0,39.58,32,0
23321,2023-11-05 11:53:28,64438,1151.0,2,0.0,303.36,24,0
23322,2022-05-08 16:48:36,36247,,1,0.1,,4,0
23323,2021-06-01 18:49:09,80329,1418.0,1,0.15,101.29,10,0
23324,2021-05-08 01:13:01,22409,1716.0,1,0.0,50.21,21,0
23325,2023-01-12 15:37:19,56062,,1,0.0,,45,0
23326,2023-05-28 17:40:42,42274,1391.0,1,0.0,39.82,33,0
23327,2023-06-13 05:44:15,77522,1226.0,2,0.05,363.24,39,0
23328,2022-11-12 21:57:35,53838,722.0,1,0.0,45.88,39,0
23329,2023-12-28 21:19:29,14065,1566.0,1,0.15,15.73,45,0
23330,2021-10-17 17:34:03,40299,895.0,3,0.0,22.95,48,0
23331,2021-11-26 08:41:17,92102,602.0,4,0.0,326.0,0,0
23332,2021-12-21 07:40:50,76270,1651.0,1,0.1,73.38,37,0
23333,2021-07-24 15:25:44,37633,969.0,1,0.0,42.68,31,0
23334,2023-12-10 14:46:04,47709,634.0,1,0.0,120.69,24,0
23335,2023-11-07 12:05:35,34120,,1,0.2,,0,0
23336,2022-02-07 13:38:31,32762,978.0,1,0.0,38.91,19,0
23337,2022-12-01 00:51:42,34101,981.0,1,0.0,18.5,0,0
23338,2022-05-12 17:57:33,27563,1992.0,1,0.0,29.21,25,0
23339,2022-10-14 07:28:40,3991,1207.0,1,0.0,24.35,0,0
23340,2022-05-14 19:38:26,5241,922.0,1,0.15,119.05,25,0
23341,2021-01-12 08:30:03,80147,726.0,1,0.05,162.56,19,0
23342,2021-04-24 17:20:09,86433,858.0,1,0.05,20.39,30,0
23343,2022-06-27 12:22:52,76864,478.0,1,0.0,32.84,3,0
23344,2023-11-22 19:34:23,30887,1318.0,1,0.05,38.62,16,0
23345,2022-04-24 12:24:19,97961,1386.0,1,0.0,205.02,1,0
23346,2021-05-08 05:09:01,38684,622.0,1,0.05,88.65,0,0
23347,2023-12-05 18:41:11,13743,309.0,1,0.1,88.99,50,0
23348,2021-11-16 18:39:13,88231,,2,0.0,,44,0
23349,2022-01-25 11:10:38,24064,81.0,1,0.0,37.83,14,0
23350,2023-11-28 19:46:04,7396,559.0,4,0.0,316.88,0,0
23351,2023-07-16 19:34:43,8751,1997.0,1,0.0,141.47,0,0
23352,2022-12-06 18:25:21,67721,1663.0,1,0.0,160.51,0,0
23353,2023-09-18 13:56:56,79592,1062.0,1,0.1,17.39,0,0
23354,2023-04-14 19:32:12,35028,1414.0,1,0.1,12.65,0,0
23355,2022-03-30 01:55:45,73429,1918.0,1,0.0,60.06,0,0
23356,2023-03-12 23:26:12,83258,1251.0,1,0.1,28.32,5,0
23357,2023-02-25 13:21:28,12446,8.0,1,0.1,109.64,0,0
23358,2022-06-27 06:46:51,4567,284.0,2,0.0,17.16,0,0
23359,2021-08-19 05:08:02,84539,680.0,1,0.15,37.12,0,0
23360,2022-06-20 03:57:41,34933,,1,0.0,,29,0
23361,2022-03-29 17:34:54,54195,251.0,1,0.0,67.75,34,0
23362,2023-05-22 20:29:15,15074,1546.0,1,0.1,59.18,0,0
23363,2023-05-21 18:00:17,33400,621.0,3,0.0,198.72,40,0
23364,2023-11-29 22:50:30,44177,1841.0,1,0.1,69.29,42,0
23365,2021-11-02 06:00:49,9533,1185.0,1,0.05,290.88,20,0
23366,2021-12-16 10:00:16,52891,1372.0,1,0.05,36.77,1,0
23367,2021-02-21 15:08:07,56056,907.0,1,0.1,25.43,41,0
23368,2021-10-20 22:36:11,84515,,2,0.0,,4,0
23369,2021-11-03 05:03:32,41288,547.0,1,0.2,159.39,46,0
23370,2023-12-28 06:45:53,30933,1786.0,3,0.0,35.67,21,0
23371,2021-03-12 16:51:47,48714,1990.0,1,0.0,80.41,0,0
23372,2022-11-25 11:50:29,60221,219.0,1,0.05,52.81,4,0
23373,2023-05-20 07:36:34,63516,69.0,1,0.0,97.71,0,0
23374,2021-02-26 13:44:44,59210,1810.0,1,0.0,57.11,0,0
23375,2022-08-04 06:40:47,30783,592.0,3,0.0,213.36,0,0
23376,2022-07-02 09:06:22,97855,1828.0,1,0.0,70.58,1,0
23377,2021-08-01 21:49:19,90626,1136.0,3,0.0,85.2,5,0
23378,2022-12-05 17:56:48,49455,,4,0.0,,14,0
23379,2023-06-07 05:47:57,91911,610.0,1,0.0,46.2,0,0
23380,2023-04-24 06:49:59,5369,868.0,1,0.0,72.18,15,0
23381,2023-10-14 15:13:58,55517,1419.0,1,0.05,91.42,0,0
23382,2023-02-24 23:17:40,4887,896.0,2,0.05,121.81,4,0
23383,2021-09-08 22:10:21,1420,960.0,1,0.0,111.77,32,0
23384,2022-06-18 19:45:09,70204,1133.0,1,0.0,9.37,39,0
23385,2021-03-19 17:07:25,80178,1663.0,2,0.0,321.02,24,0
23386,2023-01-22 07:11:24,38418,1349.0,1,0.0,-64.49,9,1
23387,2021-12-19 12:38:55,77704,1024.0,2,0.1,128.84,46,0
23388,2023-03-31 08:03:00,73237,1860.0,1,0.0,175.11,0,0
23389,2022-12-13 11:58:09,42257,716.0,1,0.15,29.14,39,0
23390,2021-06-01 17:50:39,80573,1073.0,2,0.0,113.26,18,0
23391,2023-07-14 12:53:59,96693,,1,0.0,,18,0
23392,2021-09-08 06:25:02,24683,298.0,3,0.0,54.75,44,0
23393,2022-10-19 18:58:11,12649,821.0,1,0.05,63.07,24,0
23394,2022-01-22 21:21:53,84202,1591.0,3,0.0,338.58,0,0
23395,2022-03-03 22:07:04,47509,1422.0,1,0.0,106.91,45,0
23396,2021-11-20 03:15:04,10383,680.0,2,0.2,69.87,28,0
23397,2023-04-22 17:45:43,87107,241.0,1,0.0,14.09,16,0
23398,2021-09-14 10:42:07,7116,1954.0,3,0.0,148.5,0,0
23399,2022-07-02 15:55:54,12863,990.0,1,0.05,-51.55,48,1
23400,2022-01-12 00:37:35,98651,1003.0,1,0.0,20.94,0,0
23401,2022-12-05 08:14:17,43496,156.0,2,0.2,144.48,9,0
23402,2021-07-26 18:19:29,11449,1031.0,2,0.1,23.35,45,0
23403,2022-03-02 15:57:13,69629,265.0,2,0.0,66.86,3,0
23404,2023-04-19 06:14:33,88844,1976.0,1,0.0,75.47,0,0
23405,2021-06-30 09:18:16,77111,1623.0,2,0.0,227.64,46,0
23406,2022-07-21 03:45:09,86943,1267.0,1,0.0,35.13,41,0
23407,2022-03-12 06:44:35,77264,1059.0,1,0.15,17.87,49,0
23408,2022-02-07 02:32:59,16779,1463.0,1,0.05,123.48,3,0
23409,2023-02-07 08:29:38,79052,586.0,2,0.1,194.31,11,0
23410,2021-05-26 05:39:23,99850,1165.0,1,0.05,35.05,42,0
23411,2023-08-11 19:25:51,9116,1405.0,1,0.0,134.98,48,0
23412,2022-06-07 13:55:42,76894,,1,0.0,,0,0
23413,2023-01-11 21:04:20,57685,1651.0,1,0.05,77.45,8,0
23414,2021-12-02 19:32:56,88736,464.0,4,0.15,201.45,6,0
23415,2023-10-28 21:39:34,50590,618.0,1,0.0,85.54,5,0
23416,2023-06-03 04:38:09,42984,106.0,1,0.0,101.38,0,0
23417,2022-04-12 14:26:58,52569,296.0,4,0.05,183.92,49,0
23418,2023-07-10 17:47:02,68523,655.0,1,0.05,95.75,8,0
23419,2021-09-16 22:00:48,95652,1549.0,1,0.05,50.43,15,0
23420,2023-02-12 20:14:12,98129,,1,0.1,,21,0
